#SEED: 0.03807908692397177
SAT0,-23.054810919945908,-85.00588424874971,475.24536531713045
SAT1,-32.61618784558267,-36.06126392250587,691.2806634859328
SAT2,-60.58621576468103,60.088720829022435,686.5273085885799
SAT3,-53.966425722998856,-72.93591016109752,481.51020220168243
SAT4,48.12317045572482,-74.46935893877729,577.3607286802314
SAT5,32.69252160071147,45.344627891862245,698.7644200543106
SAT6,7.234712264973027,57.16259543977685,479.09267173074244
SAT7,-16.234132384295606,127.62967932268259,630.9297670408625
SAT8,48.53840332904173,-167.56259615892765,347.40545114637644
SAT9,44.20417238773064,156.02848816410471,351.10381355822767
SAT10,-65.65722554265373,44.555927724876966,311.30573327791336
SAT11,-55.155567186148815,23.824744001333983,554.1853740499129
SAT12,16.781593335387512,-66.44659155097511,432.35155685555026
SAT13,-65.04710694508759,126.26233733491915,676.7088582958984
SAT14,66.36037098172687,-177.3253582969665,645.7194928884967
SAT15,40.56421284797355,-163.31748379922482,552.9564333113665
SAT16,-59.39050949155265,156.57026728703357,501.751595581444
SAT17,74.64709109252138,-135.57687386528366,484.68572116792313
SAT18,-80.56119544430983,-138.87071312970923,621.7248123962161
SAT19,13.911829944802804,-75.79300372552676,323.41175838483326
ROUTE,87.34870638145989,148.7884841925408,-49.962813856695966,93.12572716006827
